,combined_fips,votes_dem_2016,votes_gop_2016,total_votes_2016,per_dem_2016,per_gop_2016,diff_2016,per_point_diff_2016,state_abbr,county_name,FIPS,total_votes_2012,votes_dem_2012,votes_gop_2012,county_fips,state_fips,per_dem_2012,per_gop_2012,diff_2012,per_point_diff_2012
29,1001,5908,18110,24661,0.23956855,0.734357893,12202,-0.494789343,AL,Autauga County,1001,23909,6354,17366,1,1,0.265757664,0.726337362,11012,-0.460579698
30,1003,18409,72780,94090,0.195653098,0.77351472,54371,-0.577861622,AL,Baldwin County,1003,84988,18329,65772,3,1,0.215665741,0.773897491,47443,-0.55823175
31,1005,4848,5431,10390,0.466602502,0.522714148,583,-0.056111646,AL,Barbour County,1005,11459,5873,5539,5,1,0.512522908,0.483375513,334,0.029147395
32,1007,1874,6733,8748,0.214220393,0.769661637,4859,-0.555441244,AL,Bibb County,1007,8391,2200,6131,7,1,0.262185675,0.730663806,3931,-0.468478131
33,1009,2150,22808,25384,0.084699023,0.898518752,20658,-0.813819729,AL,Blount County,1009,23980,2961,20741,9,1,0.123477898,0.864929108,17780,-0.741451209
34,1011,3530,1139,4701,0.750904063,0.242288875,2391,0.508615188,AL,Bullock County,1011,5318,4058,1250,11,1,0.763068823,0.235050771,2808,0.528018052
35,1013,3716,4891,8685,0.427864134,0.563154865,1175,-0.135290731,AL,Butler County,1013,9483,4367,5081,13,1,0.460508278,0.535800907,714,-0.075292629
36,1015,13197,32803,47376,0.278558764,0.692396994,19606,-0.41383823,AL,Calhoun County,1015,46240,15500,30272,15,1,0.335207612,0.65467128,14772,-0.319463668
37,1017,5763,7803,13778,0.418275512,0.56633764,2040,-0.148062128,AL,Chambers County,1017,14562,6853,7596,17,1,0.470608433,0.521631644,743,-0.051023211
38,1019,1524,8809,10503,0.1451014,0.838712749,7285,-0.693611349,AL,Cherokee County,1019,9761,2126,7494,19,1,0.217805553,0.767749206,5368,-0.549943653
39,1021,2909,15068,18255,0.159353602,0.825417694,12159,-0.666064092,AL,Chilton County,1021,17434,3391,13910,21,1,0.19450499,0.797866238,10519,-0.603361248
40,1023,3109,4102,7268,0.427765548,0.564391855,993,-0.136626307,AL,Choctaw County,1023,7965,3785,4150,23,1,0.475204018,0.521029504,365,-0.045825487
41,1025,5712,7109,12936,0.441558442,0.549551639,1397,-0.107993197,AL,Clarke County,1025,13827,6317,7463,25,1,0.456859767,0.539741086,1146,-0.082881319
42,1027,1234,5230,6572,0.187766281,0.795800365,3996,-0.608034084,AL,Clay County,1027,6640,1770,4802,27,1,0.266566265,0.723192771,3032,-0.456626506
43,1029,684,5738,6532,0.104715248,0.878444581,5054,-0.773729333,AL,Cleburne County,1029,6302,971,5269,29,1,0.15407807,0.836083783,4298,-0.682005712
44,1031,4194,15825,20513,0.204455711,0.771462,11631,-0.567006289,AL,Coffee County,1031,19715,4899,14638,31,1,0.248490997,0.742480345,9739,-0.493989348
45,1033,7296,16718,24626,0.296272233,0.678875985,9422,-0.382603752,AL,Colbert County,1033,23374,9160,13931,33,1,0.391888423,0.596004107,4771,-0.204115684
46,1035,3069,3413,6543,0.469050894,0.521626165,344,-0.052575271,AL,Conecuh County,1035,7013,3551,3434,35,1,0.506345359,0.489662056,117,0.016683302
47,1037,1780,3376,5223,0.340800306,0.646371817,1596,-0.305571511,AL,Coosa County,1037,5243,2188,3028,37,1,0.417318329,0.577531947,840,-0.160213618
48,1039,2379,13222,15818,0.15039828,0.835883171,10843,-0.685484891,AL,Covington County,1039,15415,3155,12148,39,1,0.204670775,0.788063574,8993,-0.583392799
49,1041,1663,4511,6252,0.265994882,0.721529111,2848,-0.455534229,AL,Crenshaw County,1041,6411,2048,4326,41,1,0.319450944,0.674777726,2278,-0.355326782
50,1043,3730,32734,37278,0.100059016,0.878105049,29004,-0.778046033,AL,Cullman County,1043,33178,4855,27930,43,1,0.146331907,0.841822895,23075,-0.695490988
51,1045,4408,13798,18617,0.236772842,0.741150561,9390,-0.504377719,AL,Dale County,1045,18551,5283,13105,45,1,0.284782492,0.70643092,7822,-0.421648429
52,1047,12826,5784,18730,0.684783769,0.308809397,7042,0.375974373,AL,Dallas County,1047,20936,14599,6284,47,1,0.697315629,0.300152847,8315,0.397162782
53,1049,3682,21779,26086,0.141148509,0.834892279,18097,-0.693743771,AL,DeKalb County,1049,23842,5235,18316,49,1,0.219570506,0.768224142,13081,-0.548653636
54,1051,8436,27619,36905,0.228586912,0.748380978,19183,-0.519794066,AL,Elmore County,1051,35440,8940,26223,51,1,0.252257336,0.739926637,17283,-0.4876693
55,1053,4698,10282,15213,0.308814829,0.675869322,5584,-0.367054493,AL,Escambia County,1053,14832,5476,9263,53,1,0.369201726,0.624528047,3787,-0.255326321
56,1055,10350,32132,43474,0.238073331,0.739108433,21782,-0.501035101,AL,Etowah County,1055,42490,12792,29102,55,1,0.301059073,0.684914097,16310,-0.383855025
57,1057,1358,6705,8196,0.165690581,0.818081991,5347,-0.65239141,AL,Fayette County,1057,7912,1803,6034,57,1,0.227881699,0.762639029,4231,-0.534757331
58,1059,2197,9466,11955,0.18377248,0.791802593,7269,-0.608030113,AL,Franklin County,1059,10859,3171,7567,59,1,0.292015839,0.69684133,4396,-0.40482549
59,1061,1522,9967,11659,0.130542928,0.854876061,8445,-0.724333133,AL,Geneva County,1061,11318,2039,9173,61,1,0.180155505,0.810478883,7134,-0.630323379
60,1063,4006,838,4862,0.823940765,0.172357055,3168,0.65158371,AL,Greene County,1063,5328,4514,799,63,1,0.847222222,0.149962462,3715,0.69725976
61,1065,4772,3172,8010,0.595755306,0.396004994,1600,0.199750312,AL,Hale County,1065,8628,5401,3205,65,1,0.625985165,0.371464998,2196,0.254520167
62,1067,2286,5623,8017,0.285144069,0.701384558,3337,-0.416240489,AL,Henry County,1067,8700,3046,5605,67,1,0.350114943,0.644252874,2559,-0.294137931
63,1069,10547,30567,42030,0.250939805,0.727266238,20020,-0.476326433,AL,Houston County,1069,41843,12348,29214,69,1,0.295103124,0.698181297,16866,-0.403078173
64,1071,3663,16643,20785,0.17623286,0.800721674,12980,-0.624488814,AL,Jackson County,1071,20555,5817,14422,71,1,0.282996838,0.701629774,8605,-0.418632936
65,1073,151581,130614,290111,0.522493115,0.450220778,20967,0.072272337,AL,Jefferson County,1073,303424,159658,141413,73,1,0.526187777,0.466057398,18245,0.060130379
66,1075,1035,5819,6931,0.149329101,0.839561391,4784,-0.69023229,AL,Lamar County,1075,7159,1643,5453,75,1,0.229501327,0.761698561,3810,-0.532197234
67,1077,9877,27735,38813,0.254476593,0.714580166,17858,-0.460103574,AL,Lauderdale County,1077,36908,12504,23902,77,1,0.338788339,0.647610274,11398,-0.308821936
68,1079,3611,10732,14623,0.246939752,0.73391233,7121,-0.486972577,AL,Lawrence County,1079,14079,5055,8855,79,1,0.359045387,0.62895092,3800,-0.269905533
69,1081,20987,34321,57668,0.363928002,0.595148089,13334,-0.231220087,AL,Lee County,1081,54115,21274,32062,81,1,0.393125751,0.59247898,10788,-0.199353229
70,1083,9340,28824,39400,0.237055838,0.731573604,19484,-0.494517766,AL,Limestone County,1083,35406,9809,25263,83,1,0.277043439,0.713523132,15454,-0.436479693
71,1085,4882,1751,6676,0.731276213,0.262282804,3131,0.468993409,AL,Lowndes County,1085,7519,5747,1754,85,1,0.764330363,0.233275702,3993,0.531054662
72,1087,7237,1394,8748,0.827274806,0.159350709,5843,0.667924097,AL,Macon County,1087,10385,9045,1322,87,1,0.870967742,0.127298989,7723,0.743668753
73,1089,62435,89199,159473,0.39150828,0.559336063,26764,-0.167827783,AL,Madison County,1089,154632,61802,90679,89,1,0.399671478,0.586418076,28877,-0.186746598
74,1091,5607,5224,10948,0.512148338,0.477164779,383,0.034983559,AL,Marengo County,1091,11509,6154,5321,91,1,0.534711965,0.462333826,833,0.072378139
75,1093,1432,11273,12912,0.110904585,0.873063817,9841,-0.762159232,AL,Marion County,1093,12104,2249,9696,93,1,0.185806345,0.801057502,7447,-0.615251157
76,1095,4913,29217,34965,0.140511941,0.835607036,24304,-0.695095095,AL,Marshall County,1095,32455,6271,25785,95,1,0.193221383,0.794484671,19514,-0.601263288
77,1097,68429,91087,163387,0.41881545,0.557492334,22658,-0.138676884,AL,Mobile County,1097,174189,78417,94566,97,1,0.450183421,0.542893064,16149,-0.092709643
78,1099,4310,5771,10185,0.42317133,0.566617575,1461,-0.143446244,AL,Monroe County,1099,10680,4897,5730,99,1,0.458520599,0.536516854,833,-0.077996255
79,1101,58669,33928,94572,0.620363321,0.358753119,24741,0.261610202,AL,Montgomery County,1101,101781,62993,38283,101,1,0.618907262,0.376131105,24710,0.242776157
80,1103,11216,37392,49991,0.224360385,0.747974635,26176,-0.523614251,AL,Morgan County,1103,49198,13401,35309,103,1,0.272389122,0.717691776,21908,-0.445302655
81,1105,3823,1403,5255,0.727497621,0.266983825,2420,0.460513796,AL,Perry County,1105,6065,4536,1504,105,1,0.747897774,0.247980214,3032,0.49991756
82,1107,3972,5454,9494,0.418369497,0.574468085,1482,-0.156098589,AL,Pickens County,1107,9599,4448,5119,107,1,0.463381602,0.533284717,671,-0.069903115
83,1109,5039,7681,13025,0.386871401,0.589712092,2642,-0.202840691,AL,Pike County,1109,14057,6009,7939,109,1,0.427473856,0.564772,1930,-0.137298143
84,1111,2290,7697,10130,0.226061204,0.75982231,5407,-0.533761106,AL,Randolph County,1111,10391,3076,7219,111,1,0.296025407,0.694735829,4143,-0.398710422
85,1113,9577,9210,19136,0.500470318,0.481291806,367,0.019178512,AL,Russell County,1113,18871,10495,8276,113,1,0.556144348,0.438556515,2219,0.117587833
86,1117,22927,72846,99208,0.231100314,0.734275462,49919,-0.503175147,AL,Shelby County,1117,92204,19944,71243,117,1,0.21630298,0.772667129,51299,-0.556364149
87,1115,5550,31579,37937,0.146295174,0.832406358,26029,-0.686111184,AL,St. Clair County,1115,35105,5790,29001,115,1,0.16493377,0.826121635,23211,-0.661187865
88,1119,4739,1581,6391,0.741511501,0.247379127,3158,0.494132374,AL,Sumter County,1119,7025,5420,1585,119,1,0.771530249,0.225622776,3835,0.545907473
89,1121,12108,20596,33218,0.364501174,0.620025287,8488,-0.255524113,AL,Talladega County,1121,33317,13878,19217,121,1,0.416544107,0.576792628,5339,-0.160248522
90,1123,5271,12967,18504,0.284857328,0.700767402,7696,-0.415910073,AL,Tallapoosa County,1123,18668,6252,12303,123,1,0.33490465,0.659042211,6051,-0.324137562
91,1125,31746,47701,81708,0.388529887,0.583798404,15955,-0.195268517,AL,Tuscaloosa County,1125,78495,32003,45703,125,1,0.407707497,0.582240907,13700,-0.17453341
92,1127,4486,24208,29243,0.153404233,0.827822043,19722,-0.674417809,AL,Walker County,1127,28497,6551,21633,127,1,0.229883847,0.75913254,15082,-0.529248693
93,1129,2366,6031,8492,0.278615167,0.710197833,3665,-0.431582666,AL,Washington County,1129,8761,2971,5749,129,1,0.339116539,0.65620363,2778,-0.317087091
94,1131,4329,1737,6095,0.710254307,0.284987695,2592,0.425266612,AL,Wilcox County,1131,6547,4867,1676,131,1,0.743393921,0.255995112,3191,0.487398809
95,1133,871,9225,10255,0.084934178,0.89956119,8354,-0.814627011,AL,Winston County,1133,9712,1286,8310,133,1,0.132413509,0.855642504,7024,-0.723228995
96,5001,1939,3825,6167,0.314415437,0.620236744,1886,-0.305821307,AR,Arkansas County,5001,6488,2454,3892,1,5,0.378236745,0.599876695,1438,-0.221639951
97,5003,2408,5338,8027,0.299987542,0.665005606,2930,-0.365018064,AR,Ashley County,5003,7915,2855,4866,3,5,0.360707517,0.614782059,2011,-0.254074542
98,5005,4163,14655,19572,0.212701819,0.748773758,10492,-0.53607194,AR,Baxter County,5005,19339,5172,13688,5,5,0.267438854,0.707792544,8516,-0.440353689
99,5007,27894,60751,94262,0.295919883,0.644490887,32857,-0.348571004,AR,Benton County,5007,77525,22144,53477,7,5,0.285636891,0.689803289,31333,-0.404166398
100,5009,2925,12225,15912,0.183823529,0.768288084,9300,-0.584464555,AR,Boone County,5009,15363,3762,11143,9,5,0.244874048,0.725314066,7381,-0.480440018
101,5011,1317,2163,3617,0.364113907,0.5980094,846,-0.233895494,AR,Bradley County,5011,3634,1447,2118,11,5,0.398183819,0.582828839,671,-0.184645019
102,5013,636,1554,2250,0.282666667,0.690666667,918,-0.408,AR,Calhoun County,5013,2174,660,1458,13,5,0.303587856,0.670653174,798,-0.367065317
103,5015,3334,6773,10656,0.312875375,0.635604354,3439,-0.322728979,AR,Carroll County,5015,10172,3691,6121,15,5,0.362858828,0.601749902,2430,-0.238891074
104,5017,2350,1716,4149,0.566401543,0.413593637,634,0.152807906,AR,Chicot County,5017,4361,2649,1670,17,5,0.607429489,0.382939693,979,0.224489796
105,5019,3606,4398,8365,0.431081889,0.525762104,792,-0.094680215,AR,Clark County,5019,8406,3808,4343,19,5,0.453009755,0.51665477,535,-0.063645015
106,5021,1999,3779,5978,0.334392774,0.632151221,1780,-0.297758448,AR,Clay County,5021,5110,1738,3225,21,5,0.340117417,0.63111546,1487,-0.290998043
107,5023,2101,9454,11968,0.175551471,0.78993984,7353,-0.614388369,AR,Cleburne County,5023,11643,2618,8691,23,5,0.224856137,0.746457099,6073,-0.521600962
108,5025,723,2460,3299,0.21915732,0.745680509,1737,-0.526523189,AR,Cleveland County,5025,3266,845,2313,25,5,0.258726271,0.708205756,1468,-0.449479486
109,5027,3140,5456,8837,0.355324205,0.617404096,2316,-0.262079891,AR,Columbia County,5027,9455,3557,5790,27,5,0.376203067,0.612374405,2233,-0.236171338
110,5029,2655,4844,7837,0.338777593,0.618093658,2189,-0.279316065,AR,Conway County,5029,7724,3003,4511,29,5,0.388788193,0.584023822,1508,-0.195235629
111,5031,10474,22798,34968,0.299531,0.651967513,12324,-0.352436513,AR,Craighead County,5031,31207,10351,20044,31,5,0.331688403,0.642291794,9693,-0.31060339
112,5033,4476,16655,22155,0.202031144,0.751749041,12179,-0.549717897,AR,Crawford County,5033,20562,4872,15125,33,5,0.236941932,0.735580196,10253,-0.498638265
113,5035,8368,6953,15798,0.529687302,0.440119002,1415,0.0895683,AR,Crittenden County,5035,15513,9092,6192,35,5,0.586089087,0.399149101,2900,0.186939986
114,5037,1995,4577,6831,0.292050944,0.67003367,2582,-0.377982726,AR,Cross County,5037,6680,2279,4268,37,5,0.341167665,0.638922156,1989,-0.297754491
115,5039,1165,1507,2741,0.425027362,0.549799343,342,-0.124771981,AR,Dallas County,5039,3083,1337,1664,39,5,0.433668505,0.539734025,327,-0.106065521
116,5041,2227,1915,4226,0.526975864,0.453147184,312,0.07382868,AR,Desha County,5041,4240,2353,1807,41,5,0.55495283,0.426179245,546,0.128773585
117,5043,2364,3967,6552,0.360805861,0.60546398,1603,-0.24465812,AR,Drew County,5043,6626,2627,3883,43,5,0.396468458,0.586024751,1256,-0.189556293
118,5045,14525,29170,46364,0.313281857,0.629151928,14645,-0.315870072,AR,Faulkner County,5045,41322,13559,26653,45,5,0.328130294,0.645007502,13094,-0.316877208
119,5047,1376,5034,6698,0.205434458,0.751567632,3658,-0.546133174,AR,Franklin County,5047,6539,1725,4631,47,5,0.263801805,0.708212265,2906,-0.44441046
120,5049,1067,3470,4744,0.224915683,0.731450253,2403,-0.50653457,AR,Fulton County,5049,4522,1452,2949,49,5,0.32109686,0.652145069,1497,-0.331048209
121,5051,12283,26053,40337,0.304509507,0.645883432,13770,-0.341373925,AR,Garland County,5051,39241,13317,25031,51,5,0.33936444,0.637878749,11714,-0.298514309
122,5053,1407,5160,6855,0.205251641,0.75273523,3753,-0.547483589,AR,Grant County,5053,6478,1467,4829,53,5,0.226458784,0.745446125,3362,-0.518987342
123,5055,3056,10698,14422,0.211898488,0.741783386,7642,-0.529884898,AR,Greene County,5055,13754,3998,9066,55,5,0.290679075,0.659153701,5068,-0.368474626
124,5057,2371,4391,6984,0.339490263,0.628722795,2020,-0.289232532,AR,Hempstead County,5057,6919,2466,4284,57,5,0.356409886,0.619164619,1818,-0.262754733
125,5059,3137,8153,11815,0.265509945,0.690055015,5016,-0.42454507,AR,Hot Spring County,5059,11239,3824,7087,59,5,0.340243794,0.630572115,3263,-0.290328321
126,5061,1350,3155,4634,0.291324989,0.68083729,1805,-0.3895123,AR,Howard County,5061,4419,1460,2862,61,5,0.330391491,0.647657841,1402,-0.31726635
127,5063,2878,9925,13443,0.214089117,0.738302462,7047,-0.524213345,AR,Independence County,5063,12390,3279,8724,63,5,0.26464891,0.704116223,5445,-0.439467312
128,5065,1111,4042,5396,0.205893254,0.749073388,2931,-0.543180133,AR,Izard County,5065,5313,1563,3571,65,5,0.294184077,0.672124976,2008,-0.3779409
129,5067,1583,3262,5093,0.310818771,0.640486943,1679,-0.329668172,AR,Jackson County,5067,5338,2093,3065,67,5,0.392094417,0.574185088,972,-0.182090671
130,5069,15721,9231,25683,0.612116965,0.359420628,6490,0.252696336,AR,Jefferson County,5069,27364,17456,9515,69,5,0.637918433,0.347719632,7941,0.290198801
131,5071,2421,6072,8997,0.269089697,0.674891631,3651,-0.405801934,AR,Johnson County,5071,8064,2785,5045,71,5,0.345362103,0.62562004,2260,-0.280257937
132,5073,1028,1750,2835,0.362610229,0.617283951,722,-0.254673721,AR,Lafayette County,5073,2928,1173,1712,73,5,0.400614754,0.584699454,539,-0.184084699
133,5075,1263,4064,5629,0.224373779,0.721975484,2801,-0.497601705,AR,Lawrence County,5075,5537,1786,3535,75,5,0.322557342,0.638432364,1749,-0.315875023
134,5077,1735,1229,3004,0.577563249,0.409121172,506,0.168442077,AR,Lee County,5077,3424,2107,1280,77,5,0.61536215,0.373831776,827,0.241530374
135,5079,1252,2455,3814,0.328264289,0.643681175,1203,-0.315416885,AR,Lincoln County,5079,3725,1424,2199,79,5,0.382281879,0.59033557,775,-0.208053691
136,5081,1397,3604,5192,0.269067797,0.694144838,2207,-0.425077042,AR,Little River County,5081,5051,1552,3385,81,5,0.307265888,0.670164324,1833,-0.362898436
137,5083,1712,5737,7839,0.218395203,0.731853553,4025,-0.513458349,AR,Logan County,5083,7330,2009,5078,83,5,0.274079127,0.692769441,3069,-0.418690314
138,5085,5638,19902,26766,0.210640365,0.743555257,14264,-0.532914892,AR,Lonoke County,5085,24083,5612,17863,85,5,0.233027447,0.741726529,12251,-0.508699082
139,5087,1587,4917,6782,0.234001769,0.725007372,3330,-0.491005603,AR,Madison County,5087,6567,2099,4262,87,5,0.319628445,0.649002589,2163,-0.329374143
140,5089,1377,5077,6718,0.204971718,0.755730872,3700,-0.550759155,AR,Marion County,5089,7029,2024,4771,89,5,0.287949922,0.678759425,2747,-0.390809503
141,5091,4273,11293,16015,0.266812363,0.705151421,7020,-0.438339057,AR,Miller County,5091,15329,4518,10622,91,5,0.294735469,0.69293496,6104,-0.398199491
142,5093,5621,6988,12995,0.432550981,0.537745287,1367,-0.105194306,AR,Mississippi County,5093,13349,6445,6599,93,5,0.482807701,0.494344146,154,-0.011536445
143,5095,1298,1400,2766,0.469269704,0.506146059,102,-0.036876356,AR,Monroe County,5095,3230,1583,1585,95,5,0.490092879,0.490712074,2,-0.000619195
144,5097,735,2573,3445,0.213352685,0.746879536,1838,-0.533526851,AR,Montgomery County,5097,3403,920,2368,97,5,0.270349691,0.695856597,1448,-0.425506906
145,5099,1156,2001,3233,0.357562635,0.618929787,845,-0.261367151,AR,Nevada County,5099,3384,1314,1996,99,5,0.388297872,0.589834515,682,-0.201536643
146,5101,699,2875,3731,0.187349236,0.770570893,2176,-0.583221656,AR,Newton County,5101,3661,993,2508,101,5,0.271237367,0.685058727,1515,-0.41382136
147,5103,4320,5347,9881,0.437202712,0.541139561,1027,-0.103936848,AR,Ouachita County,5103,10303,4626,5516,103,5,0.448995438,0.535378045,890,-0.086382607
148,5105,1035,2979,4213,0.24566817,0.70709708,1944,-0.461428911,AR,Perry County,5105,3937,1187,2580,105,5,0.301498603,0.655321311,1393,-0.353822708
149,5107,4292,2443,6894,0.622570351,0.354366115,1849,0.268204236,AR,Phillips County,5107,7900,5179,2591,107,5,0.65556962,0.327974684,2588,0.327594937
150,5109,684,3150,3956,0.172901921,0.796258847,2466,-0.623356926,AR,Pike County,5109,3787,850,2847,109,5,0.224452073,0.751782414,1997,-0.527330341
151,5111,1878,3149,5283,0.355479841,0.596062843,1271,-0.240583002,AR,Poinsett County,5111,7550,2387,4967,111,5,0.31615894,0.657880795,2580,-0.341721854
152,5113,1210,6606,8121,0.148996429,0.81344662,5396,-0.664450191,AR,Polk County,5113,7721,1556,5950,113,5,0.201528299,0.770625567,4394,-0.569097267
153,5115,4818,15694,21545,0.223624971,0.72842887,10876,-0.504803899,AR,Pope County,5115,20390,5108,14733,115,5,0.250514958,0.722560078,9625,-0.47204512
154,5117,812,2503,3404,0.238542891,0.735311398,1691,-0.496768508,AR,Prairie County,5117,3134,877,2149,117,5,0.279834078,0.685705169,1272,-0.405871091
155,5119,89377,61182,157728,0.566652719,0.387895618,28195,0.178757101,AR,Pulaski County,5119,159055,87055,68856,119,5,0.547326397,0.432906856,18199,0.11441954
156,5121,1425,4508,6313,0.225724695,0.714082053,3083,-0.488357358,AR,Randolph County,5121,5948,2040,3699,121,5,0.342972428,0.621889711,1659,-0.278917283
157,5125,13247,35852,51971,0.254892151,0.68984626,22605,-0.434954109,AR,Saline County,5125,47059,12868,32962,125,5,0.273443975,0.700439873,20094,-0.426995899
158,5127,507,2378,3017,0.16804773,0.788200199,1871,-0.620152469,AR,Scott County,5127,3637,895,2630,127,5,0.246081936,0.723123453,1735,-0.477041518
159,5129,601,2955,3698,0.162520281,0.799080584,2354,-0.636560303,AR,Searcy County,5129,3694,814,2699,129,5,0.220357336,0.730644288,1885,-0.510286952
160,5131,12184,28769,43557,0.279725417,0.660490851,16585,-0.380765434,AR,Sebastian County,5131,43340,13083,29158,131,5,0.301868943,0.672773419,16075,-0.370904476
161,5133,1075,3281,4517,0.237989816,0.726367058,2206,-0.488377242,AR,Sevier County,5133,4328,1042,3135,133,5,0.240757856,0.72435305,2093,-0.483595194
162,5135,1472,5405,7190,0.20472879,0.751738526,3933,-0.547009736,AR,Sharp County,5135,7282,2092,4920,135,5,0.287283713,0.675638561,2828,-0.388354848
163,5123,4031,3195,7412,0.543847814,0.431057744,836,0.11279007,AR,St. Francis County,5123,8021,4652,3287,123,5,0.579977559,0.409799277,1365,0.170178282
164,5137,1189,4081,5527,0.215125746,0.738375249,2892,-0.523249502,AR,Stone County,5137,5351,1356,3773,137,5,0.253410577,0.70510185,2417,-0.451691273
165,5139,5667,10201,16338,0.346860081,0.624372628,4534,-0.277512547,AR,Union County,5139,17160,6182,10696,139,5,0.36025641,0.623310023,4514,-0.263053613
166,5141,1547,5382,7111,0.217550274,0.756855576,3835,-0.539305302,AR,Van Buren County,5141,6421,1826,4362,141,5,0.28437938,0.679333437,2536,-0.394954057
167,5143,32296,40418,78153,0.413240695,0.517165048,8122,-0.103924354,AR,Washington County,5143,70231,28136,39570,143,5,0.400620808,0.563426407,11434,-0.162805599
168,5145,5157,21038,27451,0.187862009,0.766383738,15881,-0.57852173,AR,White County,5145,26508,5765,20005,145,5,0.217481515,0.754677833,14240,-0.537196318
169,5147,1117,1344,2550,0.438039216,0.527058824,227,-0.089019608,AR,Woodruff County,5147,2685,1340,1227,147,5,0.499068901,0.45698324,113,0.042085661
170,5149,1472,4600,6389,0.230395993,0.719987478,3128,-0.489591485,AR,Yell County,5149,5971,1720,4041,149,5,0.288058952,0.67677106,2321,-0.388712109
171,4001,12196,5315,18659,0.653625596,0.284849134,6881,0.368776462,AZ,Apache County,4001,25465,16833,8198,1,4,0.661024936,0.321932064,8635,0.339092873
172,4003,15291,25036,43147,0.354393121,0.580248916,9745,-0.225855795,AZ,Cochise County,4003,43776,16223,26742,3,4,0.370591192,0.610882675,10519,-0.240291484
173,4005,25308,16573,44929,0.563288744,0.368870885,8735,0.194417859,AZ,Coconino County,4005,46746,26316,19368,5,4,0.562957258,0.41432422,6948,0.148633038
174,4007,6746,13672,21398,0.315263109,0.638938219,6926,-0.32367511,AZ,Gila County,4007,18477,6650,11525,7,4,0.359906911,0.623748444,4875,-0.263841533
175,4009,3301,8025,11939,0.276488818,0.672166848,4724,-0.39567803,AZ,Graham County,4009,11854,3608,8076,9,4,0.304369833,0.681289016,4468,-0.376919183
176,4011,1092,1892,3243,0.336725254,0.583410422,800,-0.246685168,AZ,Greenlee County,4011,2972,1310,1590,11,4,0.440780619,0.534993271,280,-0.094212651
177,4012,1318,3381,4931,0.267288582,0.685662137,2063,-0.418373555,AZ,La Paz County,4012,4922,1619,3205,12,4,0.328931329,0.651158066,1586,-0.322226737
178,4013,549040,590465,1201934,0.456797129,0.491262415,41425,-0.034465287,AZ,Maricopa County,4013,1187008,512008,654835,13,4,0.431343344,0.551668565,142827,-0.120325221
179,4015,16485,54656,74189,0.222202752,0.73671299,38171,-0.514510237,AZ,Mohave County,4015,65949,18324,46442,15,4,0.277851067,0.70421083,28118,-0.426359763
180,4017,15362,18165,35409,0.433844503,0.513005168,2803,-0.079160665,AZ,Navajo County,4017,35775,16157,19155,17,4,0.451628232,0.535429769,2998,-0.083801537
181,4019,195649,147019,360762,0.542321531,0.40752352,48630,0.134798011,AZ,Pima County,4019,351817,183470,162927,19,4,0.521492708,0.463101556,20543,0.058391152
182,4021,35737,53857,93805,0.380971164,0.574137839,18120,-0.193166676,AZ,Pinal County,4021,102139,41428,58947,21,4,0.405604128,0.57712529,17519,-0.171521162
183,4023,10684,3650,14926,0.715797936,0.244539729,7034,0.471258207,AZ,Santa Cruz County,4023,13894,9486,4235,23,4,0.682740751,0.304807831,5251,0.377932921
184,4025,29705,58862,92780,0.320165984,0.634425523,29157,-0.314259539,AZ,Yavapai County,4025,96790,32624,62385,25,4,0.337059614,0.644539725,29761,-0.307480112
185,4027,18336,20586,40759,0.449863834,0.505066366,2250,-0.055202532,AZ,Yuma County,4027,33935,14025,19500,27,4,0.413290113,0.574627965,5475,-0.161337852
186,6001,486351,91189,613195,0.793142475,0.148711258,395162,0.644431217,CA,Alameda County,6001,558386,438091,104330,1,6,0.78456659,0.186842077,333761,0.597724513
187,6003,318,211,575,0.553043478,0.366956522,107,0.186086957,CA,Alpine County,6003,647,389,236,3,6,0.601236476,0.364760433,153,0.236476043
188,6005,5904,10239,17186,0.343535436,0.595775631,4335,-0.252240196,CA,Amador County,6005,15303,6001,8903,5,6,0.392145331,0.58178135,2902,-0.189636019
189,6007,38676,42193,87847,0.440265462,0.480300978,3517,-0.040035516,CA,Butte County,6007,70163,32567,35312,7,6,0.464162023,0.503285207,2745,-0.039123185
190,6009,7738,13072,22334,0.34646727,0.585295961,5334,-0.238828692,CA,Calaveras County,6009,18469,7404,10537,9,6,0.400887974,0.57052358,3133,-0.169635606
191,6011,2659,3551,6594,0.403245375,0.538519867,892,-0.135274492,CA,Colusa County,6011,5865,2248,3521,11,6,0.383290708,0.600341006,1273,-0.217050298
192,6013,286658,105819,415972,0.689128114,0.254389719,180839,0.434738396,CA,Contra Costa County,6013,351257,230826,112547,13,6,0.657142776,0.32041212,118279,0.336730656
193,6015,3485,5134,9361,0.372289285,0.548445679,1649,-0.176156394,CA,Del Norte County,6015,7940,3396,4256,15,6,0.427707809,0.536020151,860,-0.108312343
194,6017,35243,47633,89228,0.394976913,0.533834671,12390,-0.138857758,CA,El Dorado County,6017,85923,34033,49661,17,6,0.396087194,0.577970974,15628,-0.18188378
195,6019,123660,113949,250264,0.494118211,0.455315187,9711,0.038803024,CA,Fresno County,6019,180244,85862,91143,19,6,0.476365371,0.505664544,5281,-0.029299172
196,6021,3065,5788,9379,0.326793901,0.617123361,2723,-0.290329459,CA,Glenn County,6021,9142,3276,5608,21,6,0.358346095,0.613432509,2332,-0.255086414
